W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
W_00,1,1,1,1,1,1,1,1,1,1,1,W_00
W_00,W_00,W_00,W_00,W_00,1,1,1,W_00,W_00,W_00,W_00,W_00
W_00,1,1,1,W_00,W_00,1,W_00,W_00,1,1,1,W_00
W_00,I_05,I_05,I_05,1,1,1,1,1,I_01,I_01,I_01,W_00
W_00,W_00,W_00,W_00,W_00,1,1,1,W_00,W_00,W_00,W_00,W_00
W_00,1,1,M_000,W_00,1,1,1,W_00,1,1,M_000,W_00
W_00,1,M_000,1,W_00,W_00,1,W_00,W_00,1,M_000,1,W_00
W_00,1,1,1,W_00,W_00,1,W_00,W_00,1,1,1,W_00
W_00,1,W_00,1,W_00,W_00,1,W_00,W_00,1,W_00,1,W_00
W_00,1,W_00,1,W_00,1,1,1,W_00,1,W_00,1,W_00
W_00,15,W_00,1,1,1,14,1,1,1,W_00,1,W_00
W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
