W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
W_00,1,1,W_00,1,1,1,W_00,1,W_00,1,I_05,W_00
W_00,1,1,W_00,1,1,1,W_00,1,6,M_011,1,W_00
W_00,1,1,W_00,1,1,1,W_00,1,W_00,W_00,W_00,W_00
W_00,1,W_00,W_00,W_00,1,W_00,W_00,1,W_00,1,1,W_00
W_00,1,1,1,1,1,1,1,1,1,1,1,W_00
W_00,5,W_00,W_00,1,1,1,W_00,1,W_00,W_00,W_00,W_00
W_00,M_011,1,W_00,W_00,1,W_00,W_00,1,W_00,1,I_05,W_00
W_00,1,I_01,W_00,1,1,1,W_00,1,6,M_011,I_01,W_00
W_00,I_05,1,W_00,1,1,1,W_00,1,W_00,W_00,W_00,W_00
W_00,W_00,W_00,W_00,W_00,1,W_00,W_00,1,W_00,1,1,W_00
W_00,15,1,1,1,1,1,W_00,1,1,1,14,W_00
W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
