W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
W_00,I_06,1,1,1,1,W_00,1,1,1,1,I_06,W_00
W_00,14,W_00,W_00,W_00,15,W_00,W_00,W_00,W_00,W_00,14,W_00
W_00,1,5,14,W_00,15,1,1,W_00,14,1,I_03,W_00
W_00,W_00,W_00,14,W_00,W_00,W_00,15,W_00,14,W_00,W_00,W_00
W_00,11,W_00,I_01,1,14,W_00,I_00,W_00,14,W_00,1,W_00
W_00,15,W_00,W_00,W_00,14,W_00,15,W_00,14,W_00,1,W_00
W_00,15,1,1,W_00,I_05,W_00,15,3,1,W_00,1,W_00
W_00,W_00,W_00,13,W_00,14,W_00,W_00,W_00,W_00,W_00,12,W_00
W_00,1,1,15,W_00,14,W_00,1,1,1,1,1,W_00
W_00,15,W_00,W_00,W_00,14,W_00,W_00,W_00,1,W_00,1,W_00
W_00,15,1,1,1,1,1,1,I_05,1,W_00,1,W_00
W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
