W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
W_00,0,0,0,0,0,0,0,0,0,I_04,0,W_00,M_001,0,0,0,0,W_00
W_00,0,W_00,W_00,W_00,W_00,W_00,W_00,W_00,0,W_00,0,W_00,W_00,W_00,0,W_00,0,W_00
W_00,0,W_00,0,M_004,0,0,0,0,0,W_00,0,0,0,W_00,0,W_00,0,W_00
W_00,W_00,W_00,0,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,0,W_00,0,W_00,0,W_00
W_00,M_000,W_00,M_002,W_00,0,0,0,0,0,0,0,W_00,0,0,0,W_00,0,W_00
W_00,0,W_00,I_00,W_00,W_00,W_00,W_00,W_00,0,W_00,0,W_00,W_00,W_00,W_00,W_00,0,W_00
W_00,0,W_00,0,W_00,0,0,0,0,0,W_00,0,W_00,0,0,0,W_00,0,W_00
W_00,0,W_00,0,W_00,0,W_00,W_00,W_00,W_00,W_00,0,W_00,W_00,W_00,0,W_00,13,W_00
W_00,0,W_00,0,W_00,0,0,0,W_00,0,0,0,0,0,0,0,W_00,0,W_00
W_00,0,W_00,0,W_00,0,W_00,12,W_00,W_00,W_00,W_00,W_00,W_00,W_00,0,W_00,0,W_00
W_00,0,W_00,0,W_00,I_03,W_00,0,W_00,0,0,0,W_00,M_000,0,0,W_00,0,W_00
W_00,0,W_00,0,W_00,0,W_00,0,W_00,0,W_00,0,W_00,W_00,W_00,W_00,W_00,0,W_00
W_00,0,0,15,W_00,16,W_00,0,0,0,W_00,0,0,0,0,0,0,0,W_00
W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
