W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
W_00,14,W_00,1,M_010,6,1,W_00,1,1,6,1,W_00
W_00,1,W_00,1,1,W_00,I_01,W_00,M_014,M_012,W_00,M_013,W_00
W_00,1,6,M_015,1,W_00,1,W_00,I_01,I_01,W_00,1,W_00
W_00,W_00,W_00,W_00,5,W_00,1,W_00,I_01,I_01,W_00,1,W_00
W_00,I_01,1,M_016,1,W_00,1,W_00,W_00,W_00,W_00,1,W_00
W_00,I_01,1,1,M_017,W_00,1,1,1,1,1,1,W_00
W_00,W_00,M_010,W_00,W_00,W_00,1,W_00,W_00,W_00,W_00,1,W_00
W_00,1,1,1,1,W_00,1,W_00,1,1,1,1,W_00
W_00,1,I_01,I_05,1,W_00,1,W_00,1,W_00,W_00,W_00,W_00
W_00,W_00,W_00,W_00,W_00,W_00,1,W_00,1,W_00,1,1,W_00
W_00,15,1,1,1,1,1,W_00,1,1,1,1,W_00
W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
