W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
W_00,1,1,1,1,1,14,1,1,1,1,1,W_00
W_00,W_00,W_00,W_00,W_00,1,1,1,W_00,W_00,W_00,W_00,W_00
W_00,M_011,M_011,M_011,W_00,W_00,1,W_00,W_00,M_011,M_011,M_011,W_00
W_00,1,M_011,1,1,1,M_011,1,1,1,M_011,1,W_00
W_00,W_00,W_00,W_00,W_00,1,1,1,W_00,W_00,W_00,W_00,W_00
W_00,1,1,M_011,W_00,W_00,1,W_00,W_00,M_011,1,M_011,W_00
W_00,1,M_011,1,W_00,W_00,1,W_00,W_00,1,M_011,1,W_00
W_00,1,1,1,W_00,W_00,1,W_00,W_00,1,1,1,W_00
W_00,1,W_00,5,W_00,W_00,7,W_00,W_00,5,W_00,5,W_00
W_00,1,W_00,1,W_00,1,1,1,W_00,1,W_00,1,W_00
W_00,15,W_00,1,M_011,1,1,1,M_011,1,W_00,1,W_00
W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
