W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
W_00,W_01,1,1,I_06,W_01,14,W_01,1,1,I_00,I_01,W_00
W_00,W_01,M_012,M_015,M_012,W_01,M_017,W_01,1,1,1,1,W_00
W_00,W_01,1,1,1,W_01,M_016,W_01,1,1,1,1,W_00
W_00,W_01,1,1,W_01,W_01,M_017,W_01,W_01,1,1,I_05,W_00
W_00,W_01,W_01,1,W_01,1,1,1,W_01,M_012,W_01,W_01,W_00
W_00,W_01,1,M_013,M_014,1,15,1,1,1,6,M_016,W_00
W_00,W_01,W_01,5,W_01,1,1,1,W_01,3,W_01,5,W_00
W_00,W_01,W_01,1,W_01,W_01,1,W_01,W_01,M_015,1,1,W_00
W_00,W_01,1,I_02,1,W_01,1,W_01,1,M_014,M_014,M_014,W_00
W_00,W_01,W_01,1,W_01,W_01,1,W_01,1,1,1,1,W_00
W_00,W_01,W_01,W_01,W_01,W_01,1,W_01,1,1,I_05,I_01,W_00
W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
