W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
W_00,15,1,1,1,1,14,1,W_00,I_01,1,I_01,W_00
W_00,1,1,W_00,W_00,1,1,M_011,W_00,1,I_02,1,W_00
W_00,5,W_00,W_00,W_00,W_00,1,W_00,W_00,1,1,I_05,W_00
W_00,1,W_00,1,1,1,1,1,W_00,W_00,1,W_00,W_00
W_00,I_05,W_00,W_00,W_00,W_00,W_00,1,W_00,M_011,1,M_011,W_00
W_00,1,M_011,M_011,M_011,1,W_00,1,W_00,1,1,1,W_00
W_00,W_00,W_00,W_00,W_00,5,W_00,1,W_00,W_00,1,W_00,W_00
W_00,1,1,1,1,1,1,1,1,1,1,1,W_00
W_00,1,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,5,W_00
W_00,1,1,W_00,1,1,W_00,I_00,I_05,W_00,1,M_011,W_00
W_00,1,1,1,1,1,W_00,I_01,1,6,M_011,1,W_00
W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00,W_00
