,,,,,,,,,,,0,0,0,,,,,,,,,,,
W_03,W_03,W_03,W_03,,,,W_03,W_03,W_03,W_03,W_03,14,W_03,W_03,W_03,W_03,W_03,,,,W_03,W_03,W_03,W_03
W_03,,,W_03,,W_03,W_03,,,,,W_03,1,W_03,,,,,W_03,W_03,,W_03,,,W_03
W_03,,,W_03,W_03,,,,W_03,W_03,W_03,W_03,1,W_03,W_03,W_03,W_03,,,,W_03,W_03,,,W_03
W_03,W_03,W_03,W_03,,,W_03,W_03,0,0,0,W_03,1,W_03,0,0,0,W_03,W_03,,,W_03,W_03,W_03,W_03
,,W_03,,,W_03,0,0,0,W_03,W_03,W_03,18,W_03,W_03,W_03,0,0,0,W_03,,,W_03,,
,W_03,,,W_03,0,0,W_03,W_03,W_03,1,1,1,1,1,W_03,W_03,W_03,0,0,W_03,,,W_03,
,W_03,,W_03,0,0,W_03,W_03,1,1,1,1,1,1,1,1,1,W_03,W_03,0,0,W_03,,W_03,
W_03,,,W_03,0,W_03,W_03,1,1,1,1,1,1,1,1,1,1,1,W_03,W_03,0,W_03,,,W_03
W_03,,W_03,0,0,W_03,1,1,1,1,1,1,1,1,1,1,1,1,1,W_03,0,0,W_03,,W_03
W_03,,W_03,0,W_03,W_03,1,1,1,1,1,1,1,1,1,1,1,1,1,W_03,W_03,0,W_03,,W_03
W_03,,W_03,0,W_03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,W_03,0,W_03,,W_03
W_03,,W_03,0,W_03,1,1,1,1,1,1,1,B_00,1,1,1,1,1,1,1,W_03,0,W_03,,W_03
W_03,,W_03,0,W_03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,W_03,0,W_03,,W_03
W_03,,W_03,0,W_03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,W_03,0,W_03,,W_03
W_03,,W_03,0,W_03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,W_03,0,W_03,,W_03
W_03,,W_03,0,W_03,W_03,1,1,1,1,1,1,1,1,1,1,1,1,1,W_03,W_03,0,W_03,,W_03
W_03,,W_03,0,0,W_03,1,1,1,1,1,1,1,1,1,1,1,1,1,W_03,0,0,W_03,,W_03
W_03,,,W_03,0,W_03,W_03,1,1,1,1,1,1,1,1,1,1,1,W_03,W_03,0,W_03,,,W_03
,W_03,,W_03,0,0,W_03,W_03,1,1,1,1,1,1,1,1,1,W_03,W_03,0,0,W_03,,W_03,
,W_03,,,W_03,0,0,W_03,W_03,W_03,1,1,1,1,1,W_03,W_03,W_03,0,0,W_03,,,W_03,
,,W_03,,,W_03,0,0,0,W_03,W_03,1,1,1,W_03,W_03,0,0,0,W_03,,,W_03,,
W_03,W_03,W_03,W_03,,,W_03,W_03,0,0,W_03,1,1,1,W_03,0,0,W_03,W_03,,,W_03,W_03,W_03,W_03
W_03,,,W_03,W_03,,,,W_03,W_03,W_03,1,1,1,W_03,W_03,W_03,,,,W_03,W_03,,,W_03
W_03,,,W_03,,W_03,W_03,,,,W_03,1,1,1,W_03,,,,W_03,W_03,,W_03,,,W_03
W_03,W_03,W_03,W_03,,,,W_03,W_03,W_03,W_03,1,1,1,W_03,W_03,W_03,W_03,,,,W_03,W_03,W_03,W_03
,,,,,,,,,,W_03,1,1,1,W_03,,,,,,,,,,
,,,,,,,,,,W_03,1,1,1,W_03,,,,,,,,,,
,,,,,,,,,,W_03,1,1,1,W_03,,,,,,,,,,
,,,,,,,,,,W_03,1,1,1,W_03,,,,,,,,,,
,,,,,,,,,,W_03,1,1,1,W_03,,,,,,,,,,
,,,,,,,,,,W_03,1,1,1,W_03,,,,,,,,,,
,,,,,,,,,,W_03,1,1,1,W_03,,,,,,,,,,
,,,,,,,,,,W_03,1,1,1,W_03,,,,,,,,,,
,,,,,,,,,,W_03,1,11,1,W_03,,,,,,,,,,
,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
